ANG MO KIO,0.04014446863249555,0.03253635691397585,0.0701257086517131,0.1134458959822529,0.16027853093418784,0.2137663298003451,0.2773601183140252,0.3420014789253143,0.40621148631994086,0.47615232930737,0.5526250924328322,0.6257086517130885,0.7044614246980528,0.7829060882425438,0.8566058664037467,0.9177964012817353,0.9533522307123491,0.9789253142716293,0.9929751047572098,0.9999383781119054
BEDOK,0.06852117553928361,0.0353442362540164,0.07682587819054841,0.12307303512762195,0.17390519513339833,0.23184952525361927,0.2999747283295426,0.3662587097007112,0.4302682407307123,0.5006678941478032,0.5768078269973645,0.6491931116646811,0.728437849741868,0.8073576663417452,0.8760605075995523,0.9310444420376187,0.9599985559045453,0.9809740423842016,0.9929239322719232,1.000036102386368
BISHAN,0.02160102909162874,0.03195144296839213,0.0745533669262483,0.12379752633989924,0.1768208886852955,0.23683005038937247,0.3161933119560239,0.3818140174072378,0.44010535959688507,0.505955107650023,0.5829134218964729,0.6549473202015577,0.734654145671095,0.816307833256986,0.8833027943197437,0.9335776454420525,0.9614063215758133,0.9815620705451216,0.9935868071461293,1.0000000000000002
BOON LAY,9.895111814763509e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
BUKIT BATOK,0.03909311300217693,0.05011706637980131,0.09327342909574134,0.14193507561855348,0.19616528507245465,0.2581788268050371,0.33715117382775434,0.4234006201354174,0.4928810985255965,0.5603366449408341,0.6342466620261976,0.7095488198443334,0.7886477251154844,0.8630006960703664,0.9220401189647536,0.9587420110105677,0.9769663987850409,0.9892425488831236,0.9963930899196356,1.000126558248434
BUKIT MERAH,0.03741589154957452,0.0394710743801653,0.08224793388429753,0.12634710743801655,0.16687603305785126,0.21077685950413225,0.2695537190082645,0.3392396694214877,0.40965289256198356,0.4873388429752067,0.5655537190082646,0.6358347107438017,0.7063801652892563,0.7798347107438017,0.8474049586776861,0.9077685950413225,0.9449256198347109,0.9740826446280993,0.9899504132231407,1.0000661157024797
BUKIT PANJANG,0.03420492776568376,0.045201417516453325,0.09647790554711798,0.1493454834743618,0.20828813191581694,0.2754755189122732,0.3516308671439937,0.42727995949952996,0.5003254502061186,0.5680190930787591,0.6438851522383743,0.7169306429449628,0.7982931944745787,0.8726404860056411,0.9259419975410429,0.9605843639256527,0.9779417082519708,0.9900195270123672,0.9964562088667102,1.0000000000000002
BUKIT TIMAH,0.01926083514743717,0.04020035961983047,0.10313382995119445,0.16670947855124582,0.2290007706139224,0.2884664782943745,0.3471615720524017,0.4000770613922425,0.46172617518623166,0.5360904187002312,0.6225276136655536,0.700359619830465,0.7685589519650656,0.832134600565117,0.8863344464423325,0.9332134600565118,0.960955561263807,0.9813768302080659,0.9931929103519138,1.000256871307475
CENTRAL WATER CATCHMENT,0.0,,,,,,,,,,,,,,,,,,,
CHANGI BAY,0.0,,,,,,,,,,,,,,,,,,,
